"symbol","company_name"
"HP","Helmerich & Payne, Inc. Common Stock"
"HPE","Hewlett Packard Enterprise Company Common Stock"
"HPF","John Hancock Pfd Income Fund II Pfd Income Fund II"
"HPI","John Hancock Preferred Income Fund Common Shares of Beneficial Interest"
"HPK","HighPeak Energy, Inc. - Common Stock"
"HPP","Hudson Pacific Properties, Inc. Common Stock"
"HPQ","HP Inc. Common Stock"
"HPS","John Hancock Preferred Income Fund III Preferred Income Fund III"
"HPX","HPX Corp. Class A Ordinary Shares"
"HQH","Tekla Healthcare Investors Common Stock"
"HQI","HireQuest, Inc. - Common Stock"
"HQL","TeklaLife Sciences Investors Common Stock"
"HQY","HealthEquity, Inc. - Common Stock"
"HR","Healthcare Realty Trust Incorporated Common Stock"
"HRB","H&R Block, Inc. Common Stock"
"HRC","Hill-Rom Holdings Inc Common Stock"
"HRI","Herc Holdings Inc. Common Stock "
"HRL","Hormel Foods Corporation Common Stock"
"HRMY","Harmony Biosciences Holdings, Inc. - Common Stock"
"HROW","Harrow Health, Inc. - Common Stock"
"HROWL","Harrow Health, Inc. - 8.625% senior notes due 2026"
"HRTG","Heritage Insurance Holdings, Inc. Common Stock"
"HRTX","Heron Therapeutics, Inc.   - Common Stock"
"HRZN","Horizon Technology Finance Corporation - Common Stock"
"HSAQ","Health Sciences Acquisitions Corporation 2 - Ordinary Shares"
"HSBC","HSBC Holdings, plc. Common Stock"
"HSC","Harsco Corporation Common Stock"
"HSDT","Helius Medical Technologies, Inc. - Class A Common Stock"
"HSIC","Henry Schein, Inc. - Common Stock"
"HSII","Heidrick & Struggles International, Inc. - Common Stock"
"HSKA","Heska Corporation - Common Stock"
"HSON","Hudson Global, Inc. - Common Stock"
"HST","Host Hotels  - Common Stock"
"HSTM","HealthStream, Inc. - Common Stock"
"HSTO","Histogen Inc. - Common Stock"
"HSY","The Hershey Company Common Stock"
"HT","Hersha Hospitality Trust Class A Common Shares of Beneficial Interest"
"HTA","Healthcare Trust of America, Inc. Class A Common Stock"
"HTBI","HomeTrust Bancshares, Inc. - Common Stock"
"HTBK","Heritage Commerce Corp - Common Stock"
"HTBX","Heat Biologics, Inc. - Common Stock"
"HTD","John Hancock Tax Advantaged Dividend Income Fund Common Shares of Beneficial Interest"
"HTFB","Horizon Technology Finance Corporation 4.875% Notes due 2026"
"HTGC","Hercules Capital, Inc. Common Stock"
"HTGM","HTG Molecular Diagnostics, Inc. - Common Stock"
"HTH","Hilltop Holdings Inc."
"HTHT","Huazhu Group Limited - American Depositary Shares, each representing one Ordinary Share"
"HTIA","Healthcare Trust, Inc. - 7.375% Series A Cumulative Redeemable Perpetual Preferred Stock"
"HTLD","Heartland Express, Inc. - Common Stock"
"HTLF","Heartland Financial USA, Inc. - Common Stock"
"HTLFP","Heartland Financial USA, Inc. - Depositary Shares, each representing a 1/400th ownership interest in a share of 7.00% Fixed-Rate Reset Non-Cumulative Perpetual Preferred Stock, Series E"
"HTOO","Fusion Fuel Green PLC - Ordinary Shares"
"HTPA","Highland Transcend Partners I Corp. Class A Ordinary Shares"
"HTY","John Hancock Tax-Advantaged Global Shareholder Yield Fund Common Shares of Beneficial Interest"
"HUBB","Hubbell Inc Common Stock"
"HUBG","Hub Group, Inc. - Class A Common Stock"
"HUBS","HubSpot, Inc. Common Stock"
"HUDI","Huadi International Group Co., Ltd. - Ordinary Shares"
"HUGE","FSD Pharma Inc. - Class B Subordinate Voting Shares"
"HUGS","USHG Acquisition Corp. Class A Common Stock"
"HUIZ","Huize Holding Limited - American Depositary Shares"
"HUM","Humana Inc. Common Stock"
"HUN","Huntsman Corporation Common Stock"
"HURC","Hurco Companies, Inc. - Common Stock"
"HURN","Huron Consulting Group Inc. - Common Stock"
"HUSA","Houston American Energy Corporation Common Stock"
"HUSN","Hudson Capital Inc. - Ordinary Shares"
"HUYA","HUYA Inc. American depositary shares, each  representing one Class A ordinary share"
"HVBC","HV Bancorp, Inc. - Common Stock"
"HVT","Haverty Furniture Companies, Inc. Common Stock"
"HWBK","Hawthorn Bancshares, Inc. - Common Stock"
"HWC","Hancock Whitney Corporation - Common Stock"
"HWCC","Houston Wire & Cable Company - Common Stock"
"HWCPL","Hancock Whitney Corporation - 5.95% Subordinated Notes due 2045"
"HWCPZ","Hancock Whitney Corporation - 6.25% Subordinated Notes due 2060"
"HWKN","Hawkins, Inc. - Common Stock"
"HWM","Howmet Aerospace Inc. Common Stock"
"HX","Xiaobai Maimai Inc. - American Depositary Shares"
"HXL","Hexcel Corporation Common Stock"
"HY","Hyster-Yale Materials Handling, Inc. Class A Common Stock"
"HYAC","Haymaker Acquisition Corp. III - Class A common stock"
"HYB","New America High Income Fund, Inc. (The) Common Stock"
"HYFM","Hydrofarm Holdings Group, Inc. - Common Stock"
"HYI","Western Asset High Yield Defined Opportunity Fund Inc. Common Stock"
"HYLN","Hyliion Holdings Corp. Class A Common Stock"
"HYMC","Hycroft Mining Holding Corporation - Class A Common Stock"
"HYRE","HyreCar Inc. - Common Stock"
"HYT","Blackrock Corporate High Yield Fund, Inc. Common Stock"
"HYW","Hywin Holdings Ltd. - American Depositary Shares"
"HZAC","Horizon Acquisition Corporation Class A Ordinary Shares"
"HZN","Horizon Global Corporation Common Shares"
"HZNP","Horizon Therapeutics Public Limited Company - Ordinary Shares"
"HZO","MarineMax, Inc.  (FL) Common Stock"
"HZON","Horizon Acquisition Corporation II Class A Ordinary Shares"
"IAA","IAA, Inc. Common Stock "
"IAC","IAC/InterActiveCorp - Common Stock"
"IACA","ION Acquisition Corp 1 Ltd. Class A Ordinary Shares"
"IACB","ION Acquisition Corp 2 Ltd. Class A Ordinary Shares"
"IACC","ION Acquisition Corp 3 Ltd. Class A Ordinary Shares"
"IAE","Voya Asia Pacific High Dividend Equity Income Fund ING Asia Pacific High Dividend Equity Income Fund Common Shares of Beneficial Interest"
"IAF","Aberdeen Australia Equity Fund Inc Common Stock"
"IAG","Iamgold Corporation Ordinary Shares"
"IART","Integra LifeSciences Holdings Corporation - Common Stock"
"IBA","Industrias Bachoco, S.A.B. de C.V. Common Stock"
"IBCP","Independent Bank Corporation - Common Stock"
"IBER","Ibere Pharmaceuticals Class A Ordinary Shares"
"IBEX","IBEX Limited - Common Share"
"IBIO","iBio, Inc. Common Stock"
"IBKR","Interactive Brokers Group, Inc. - Class A Common Stock"
"IBM","International Business Machines Corporation Common Stock"
"IBN","ICICI Bank Limited Common Stock"
"IBOC","International Bancshares Corporation - Common Stock"
"IBP","Installed Building Products, Inc. Common Stock"
"IBRX","ImmunityBio, Inc. - Common Stock"
"IBTX","Independent Bank Group, Inc - Common Stock"
"ICAD","icad inc. - Common Stock"
"ICBK","County Bancorp, Inc. - Common Stock"
"ICCC","ImmuCell Corporation - Common Stock"
"ICCH","ICC Holdings, Inc. - Common Stock"
"ICD","Independence Contract Drilling, Inc. Common Stock"
"ICE","Intercontinental Exchange Inc. Common Stock"
"ICFI","ICF International, Inc. - Common Stock"
"ICHR","Ichor Holdings - Ordinary Shares"
"ICL","ICL Group Ltd. Ordinary Shares"
"ICLK","iClick Interactive Asia Group Limited - American Depositary Shares"
"ICLR","ICON plc - Ordinary Shares"
"ICMB","Investcorp Credit Management BDC, Inc. - Common Stock"
"ICON","Iconix Brand Group, Inc. - Common Stock"
"ICPT","Intercept Pharmaceuticals, Inc. - Common Stock"
"ICUI","ICU Medical, Inc. - Common Stock"
"ID","PARTS iD, Inc. Class A Common Stock"
"IDA","IDACORP, Inc. Common Stock"
"IDBA","IDEX Biometrics ASA - American Depositary Shares"
"IDCC","InterDigital, Inc. - Common Stock"
"IDE","Voya Infrastructure, Industrials and Materials Fund Common Shares of Beneficial Interest"
"IDEX","Ideanomics, Inc. - Common Stock"
"IDN","Intellicheck, Inc. - Common Stock"
"IDRA","Idera Pharmaceuticals, Inc. - Common Stock"
"IDT","IDT Corporation Class B Common Stock"
"IDXX","IDEXX Laboratories, Inc. - Common Stock"
"IDYA","IDEAYA Biosciences, Inc. - Common Stock"
"IEA","Infrastructure and Energy Alternatives, Inc. - Common Stock"
"IEC","IEC Electronics Corp. - Common Stock"
"IEP","Icahn Enterprises L.P. - Depositary units"
"IESC","IES Holdings, Inc. - Common Stock"
"IEX","IDEX Corporation Common Stock"
"IFBD","Infobird Co., Ltd - Ordinary Shares"
"IFF","Internationa Flavors & Fragrances, Inc. Common Stock"
"IFFT","International Flavors & Fragrances, Inc. 6.00% Tangible Equity Units"
"IFMK","iFresh Inc. - Common Stock"
"IFN","India Fund, Inc. (The) Common Stock"
"IFRX","InflaRx N.V. - Common Stock"
"IFS","Intercorp Financial Services Inc. Common Shares"
"IGA","Voya Global Advantage and Premium Opportunity Fund Common Shares of Beneficial Interest"
"IGAC","IG Acquisition Corp. - Class A Common Stock"
"IGC","India Globalization Capital Inc. Common Stock"
"IGD","Voya Global Equity Dividend and Premium Opportunity Fund"
"IGI","Western Asset Investment Grade Defined Opportunity Trust Inc. Common Stock"
"IGIC","International General Insurance Holdings Ltd. - Ordinary Shares"
"IGICW","International General Insurance Holdings Ltd. - Warrant expiring 3/17/2025"
"IGMS","IGM Biosciences, Inc. - Common Stock"
"IGNY","Ignyte Acquisition Corp. - Common Stock"
"IGR","CBRE Clarion Global Real Estate Income Fund Common Stock"
"IGT","International Game Technology Ordinary Shares"
"IH","iHuman Inc. American depositary shares, each representing five Class A ordinary shares"
"IHC","Independence Holding Company Common Stock"
"IHD","Voya Emerging Markets High Income Dividend Equity Fund Common Shares"
"IHG","Intercontinental Hotels Group American Depositary Shares (Each representing one Ordinary Share)"
"IHIT","Invesco High Income 2023 Target Term Fund Common Shares of Beneficial Interest"
"IHRT","iHeartMedia, Inc. - Class A Common Stock"
"IHT","InnSuites Hospitality Trust Shares of Beneficial Interest"
"IHTA","Invesco High Income 2024 Target Term Fund Common Shares of Beneficial Interest, No par value per share"
"IIAC","Investindustrial Acquisition Corp. Class A Ordinary Shares"
"IIF","Morgan Stanley India Investment Fund, Inc. Common Stock"
"III","Information Services Group, Inc. - Common Stock"
"IIII","INSU Acquisition Corp. III - Class A Common Stock"
"IIIN","Insteel Industries, Inc. Common Stock"
"IIIV","i3 Verticals, Inc. - Common Stock"
"IIM","Invesco Value Municipal Income Trust Common Stock"
"IIN","IntriCon Corporation - Common Stock"
"IIPR","Innovative Industrial Properties, Inc. Common Stock"
"IIVI","II-VI Incorporated - Common Stock"
"IIVIP","II-VI Incorporated - 6.00% Series A Mandatory Convertible Preferred Stock"
"IKNA","Ikena Oncology, Inc. - Common Stock"
"IKNX","Ikonics Corporation - Common Stock"
"IKT","Inhibikase Therapeutics, Inc. - Common Stock"
"ILMN","Illumina, Inc. - Common Stock"
"ILPT","Industrial Logistics Properties Trust - Common Shares of Beneficial Interest"
"IMAB","I-MAB - American Depositary Shares"
"IMAC","IMAC Holdings, Inc. - Common Stock"
"IMAX","Imax Corporation Common Stock"
"IMBI","iMedia Brands, Inc. - Class A Common Stock"
"IMCC","IM Cannabis Corp. - Common Shares"
"IMCR","Immunocore Holdings plc - American Depositary Shares"
"IMGN","ImmunoGen, Inc. - Common Stock"
"IMH","Impac Mortgage Holdings, Inc. Common Stock "
"IMKTA","Ingles Markets, Incorporated - Class A Common Stock"
"IMLP","iPath S&P MLP ETN"
"IMMP","Immutep Limited - American Depositary Shares"
"IMMR","Immersion Corporation - Common Stock"
"IMNM","Immunome, Inc. - Common Stock"
"IMO","Imperial Oil Limited Common Stock"
"IMOS","ChipMOS TECHNOLOGIES INC. - American Depositary Shares"
"IMPL","Impel NeuroPharma, Inc. - Common Stock"
"IMPX","AEA-Bridges Impact Corp. Class A Ordinary Shares"
"IMRA","IMARA Inc. - Common Stock"
"IMRN","Immuron Limited - American Depositary Shares"
"IMTE","Integrated Media Technology Limited - Ordinary Shares"
"IMTX","Immatics N.V. - Ordinary Shares"
"IMUX","Immunic, Inc.  - Common Stock"
"IMV","IMV Inc. - Common Shares"
"IMVT","Immunovant, Inc.  - Common Stock"
"IMXI","International Money Express, Inc. - Common Stock"
"INBK","First Internet Bancorp - Common Stock"
"INBKL","First Internet Bancorp - 6.0% Fixed-to-Floating Rate Subordinated Notes due 2026"
"INBKZ","First Internet Bancorp - Fixed-to-Floating Rate Subordinated Notes Due 2029"
"INBX","Inhibrx, Inc. - Common Stock"
"INCY","Incyte Corporation - Common Stock"
"INDB","Independent Bank Corp. - Common Stock"
"INDO","Indonesia Energy Corporation Limited Ordinary Shares"
"INDT","INDUS Realty Trust, Inc. - Common Stock"
"INFI","Infinity Pharmaceuticals, Inc. - Common Stock"
"INFN","Infinera Corporation - Common Stock"
"INFO","IHS Markit Ltd. Common Shares"
"INFU","InfuSystems Holdings, Inc. Common Stock"
"INFY","Infosys Limited American Depositary Shares"
"ING","ING Group, N.V. Common Stock"
"INGN","Inogen, Inc - Common Stock"
"INGR","Ingredion Incorporated Common Stock"
"INKA","KludeIn I Acquisition Corp. - Class A Common Stock"
"INM","InMed Pharmaceuticals Inc. - Common Shares"
"INMB","INmune Bio Inc. - Common stock"
"INMD","InMode Ltd.  - Ordinary Shares"
"INN","Summit Hotel Properties, Inc. Common Stock"
"INNV","InnovAge Holding Corp. - Common Stock"
"INO","Inovio Pharmaceuticals, Inc. - Common Stock"
"INOD","Innodata Inc. - Common Stock"
"INOV","Inovalon Holdings, Inc. - Class A Common Stock"
"INPX","Inpixon  - Common Stock"
"INS","Intelligent Systems Corporation Common Stock"
"INSE","Inspired Entertainment, Inc. - Common Stock"
"INSG","Inseego Corp. - Common Stock"
"INSI","Insight Select Income Fund"
"INSM","Insmed, Inc. - Common Stock"
"INSP","Inspire Medical Systems, Inc. Common Stock"
"INSW","International Seaways, Inc. Common Stock "
"INT","World Fuel Services Corporation Common Stock"
"INTC","Intel Corporation - Common Stock"
"INTG","The Intergroup Corporation - Common Stock"
"INTT","inTest Corporation Common Stock"
"INTU","Intuit Inc. - Common Stock"
"INTZ","Intrusion Inc. - Common Stock"
"INUV","Inuvo, Inc."
"INVA","Innoviva, Inc. - Common Stock"
"INVE","Identiv, Inc. - Common Stock"
"INVH","Invitation Homes Inc. Common Stock"
"INVO","INVO BioScience, Inc. - Common Stock"
"INVZ","Innoviz Technologies Ltd. - Ordinary shares"
"INZY","Inozyme Pharma, Inc. - Common Stock"
"IO","Ion Geophysical Corporation Common Stock"
"IONS","Ionis Pharmaceuticals, Inc. - Common Stock"
"IOR","Income Opportunity Realty Investors, Inc. Common Stock"
"IOSP","Innospec Inc. - Common Stock"
"IOVA","Iovance Biotherapeutics, Inc. - Common Stock"
"IP","International Paper Company Common Stock"
"IPA","ImmunoPrecise Antibodies Ltd. - Common Stock"
"IPAR","Inter Parfums, Inc. - Common Stock"
"IPDN","Professional Diversity Network, Inc. - Common Stock"
"IPG","Interpublic Group of Companies, Inc. (The) Common Stock"
"IPGP","IPG Photonics Corporation - Common Stock"
"IPHA","Innate Pharma S.A. - American Depositary Shares"
"IPI","Intrepid Potash, Inc Common Stock"
"IPLDP","Interstate Power and Light Company - Interstate Power & Light Company Perp Preferred 5.10% Series D"
"IPOD","Social Capital Hedosophia Holdings Corp. IV Class A Ordinary Shares"
"IPOE","Social Capital Hedosophia Holdings Corp. V Class A Ordinary Shares"
"IPOF","Social Capital Hedosophia Holdings Corp. VI Class A Ordinary Shares"
"IPVA","InterPrivate II Acquisition Corp. Class A Common Stock"
"IPVF","InterPrivate III Financial Partners Inc. Class A Common Stock"
"IPVI","InterPrivate IV InfraTech Partners Inc. - Class A Common Stock"
"IPWR","Ideal Power Inc. - Common Stock"
"IQ","iQIYI, Inc. - American Depositary Shares"
"IQI","Invesco Quality Municipal Income Trust Common Stock"
"IQV","IQVIA Holdings, Inc. Common Stock"
"IR","Ingersoll Rand Inc. Common Stock"
"IRBT","iRobot Corporation - Common Stock"
"IRCP","IRSA Propiedades Comerciales S.A. - American Depository Shares"
"IRDM","Iridium Communications Inc - Common Stock"
"IRIX","IRIDEX Corporation - Common Stock"
"IRL","New Ireland Fund, Inc (The) Common Stock"
"IRM","Iron Mountain Incorporated (Delaware)Common Stock REIT"
"IRMD","iRadimed Corporation - Common Stock"
"IROQ","IF Bancorp, Inc. - Common Stock"
"IRR","Voya Natural Resources Equity Income Fund Common Shares of Beneficial Interest"
"IRS","IRSA Inversiones Y Representaciones S.A. Common Stock"
"IRT","Independence Realty Trust, Inc. Common Stock"
"IRTC","iRhythm Technologies, Inc. - Common Stock"
"IRWD","Ironwood Pharmaceuticals, Inc. - Class A Common Stock"
"ISBC","Investors Bancorp, Inc. - Common Stock"
"ISD","PGIM High Yield Bond Fund, Inc."
"ISDR","Issuer Direct Corporation Common Stock"
"ISEE","IVERIC bio, Inc. - Common Stock"
"ISIG","Insignia Systems, Inc. - Common Stock"
"ISLE","Isleworth Healthcare Acquisition Corporation - Common stock"
"ISNS","Image Sensing Systems, Inc. - Common Stock"
"ISOS","Isos Acquisition Corporation Class A Ordinary Shares"
"ISR","IsoRay, Inc. Common Stock (DE)"
"ISRG","Intuitive Surgical, Inc. - Common Stock"
"ISSC","Innovative Solutions and Support, Inc. - Common Stock"
"ISTR","Investar Holding Corporation - Common Stock"
"ISUN","iSun, Inc. - Common Stock"
"IT","Gartner, Inc. Common Stock"
"ITAC","Industrial Tech Acquisitions, Inc. - Class A common stock"
"ITCB","Itau CorpBanca American Depositary Shares (each representing 1,500 shares of Common Stock, no par value)"
"ITCI","Intra-Cellular Therapies Inc. - Common Stock"
"ITGR","Integer Holdings Corporation Common Stock"
"ITHX","ITHAX Acquisition Corp. - Class A Ordinary Shares"
"ITI","Iteris, Inc. - Common Stock"
"ITIC","Investors Title Company - Common Stock"
"ITMR","Itamar Medical Ltd. - American Depository Shares"
"ITOS","iTeos Therapeutics, Inc. - Common Stock"
"ITP","IT Tech Packaging, Inc. Common Stock"
"ITQ","Itiquira Acquisition Corp. - Class A Ordinary Shares"
"ITRG","Integra Resources Corp. Common Shares"
"ITRI","Itron, Inc. - Common Stock"
"ITRM","Iterum Therapeutics plc - Ordinary Share"
"ITRN","Ituran Location and Control Ltd. - Ordinary Shares"
"ITT","ITT Inc. Common Stock "
"ITUB","Itau Unibanco Banco Holding SA American Depositary Shares (Each repstg 500 Preferred shares)"
"ITW","Illinois Tool Works Inc. Common Stock"
"IVA","Inventiva S.A. - American Depository Shares"
"IVAC","Intevac, Inc. - Common Stock"
"IVAN","Ivanhoe Capital Acquisition Corp. Class A Ordinary Shares"
"IVC","Invacare Corporation Common Stock"
"IVH","Ivy High Income Opportunities Fund Common Shares of Beneficial Interest"
"IVR","INVESCO MORTGAGE CAPITAL INC Common Stock"
"IVZ","Invesco Ltd Common Stock"
"IX","Orix Corp Ads Common Stock"
"IZEA","IZEA Worldwide, Inc. - Common Stock"
"J","Jacobs Engineering Group Inc. Common Stock"
"JACK","Jack In The Box Inc. - Common Stock"
"JAGX","Jaguar Health, Inc. - Common Stock"
"JAKK","JAKKS Pacific, Inc. - Common Stock"
"JAMF","Jamf Holding Corp. - Common Stock"
"JAN","JanOne Inc. - Common Stock"
"JAX","J. Alexander's Holdings, Inc. Common Stock"
"JAZZ","Jazz Pharmaceuticals plc - Ordinary Shares"
"JBGS","JBG SMITH Properties Common Shares "
"JBHT","J.B. Hunt Transport Services, Inc. - Common Stock"
"JBK","Lehman ABS 3.50 3.50% Adjustable Corp Backed Tr Certs GS Cap I"
"JBL","Jabil Inc. Common Stock"
"JBLU","JetBlue Airways Corporation - Common Stock"
"JBSS","John B. Sanfilippo & Son, Inc. - Common Stock"
"JBT","John Bean Technologies Corporation Common Stock"
"JCE","Nuveen Core Equity Alpha Fund Nuveen Core Equity Alpha Fund Common Shares of Beneficial Interest"
"JCI","Johnson Controls International plc Ordinary Share"
"JCIC","Jack Creek Investment Corp. - Class A Ordinary Shares"
"JCO","Nuveen Credit Opportunities 2022 Target Term Fund Common Shares of Beneficial Interest"
"JCOM","j2 Global, Inc. - Common Stock"
"JCS","Communications Systems, Inc. - Common Stock"
"JCTCF","Jewett-Cameron Trading Company - Common Shares"
"JD","JD.com, Inc. - American Depositary Shares"
"JDD","Nuveen Diversified Dividend and Income Fund Shares of Beneficial Interest"
"JEF","Jefferies Financial Group Inc. Common Stock"
"JELD","JELD-WEN Holding, Inc. Common Stock"
"JEMD","Nuveen Emerging Markets Debt 2022 Target Term Fund Common Shares of Beneficial Interest, $0.01 par value per share"
"JEQ","Aberdeen Japan Equity Fund, Inc.  Common Stock"
"JFIN","Jiayin Group Inc. - American Depositary Shares"
"JFR","Nuveen Floating Rate Income Fund Common Stock"
"JFU","9F Inc. - American Depositary Shares"
"JG","Aurora Mobile Limited - American Depositary Shares"
"JGH","Nuveen Global High Income Fund Common Shares of Beneficial Interest"
"JHAA","Nuveen Corporate Income 2023 Target Term Fund"
"JHB","Nuveen Corporate Income November 2021 Target Term Fund"
"JHG","Janus Henderson Group plc Ordinary Shares"
"JHI","John Hancock Investors Trust Common Stock"
"JHS","John Hancock Income Securities Trust Common Stock"
"JHX","James Hardie Industries plc American Depositary Shares (Ireland)"
"JIH","Juniper Industrial Holdings, Inc. Class A Common Stock"
"JILL","J. Jill, Inc. Common Stock"
"JJA","iPathA Series B Bloomberg Agriculture Subindex Total Return ETN"
"JJC","iPathA Series B Bloomberg Copper Subindex Total Return ETN"
"JJE","iPathA Series B Bloomberg Energy Subindex Total Return ETN"
"JJG","iPathA Series B Bloomberg Grains Subindex Total Return ETN"
"JJM","iPathA Series B Bloomberg Industrial Metals Subindex Total Return ETN"
"JJN","iPathA Series B Bloomberg Nickel Subindex Total Return ETN"
"JJP","iPathA Series B Bloomberg Precious Metals Subindex Total Return ETN"
"JJS","iPathA Series B Bloomberg Softs Subindex Total Return ETN"
"JJSF","J & J Snack Foods Corp. - Common Stock"
"JJT","iPathA Series B Bloomberg Tin Subindex Total Return ETN"
"JJU","iPathA Series B Bloomberg Aluminum Subindex Total Return ETN"
"JKHY","Jack Henry & Associates, Inc. - Common Stock"
"JKS","JinkoSolar Holding Company Limited American Depositary Shares (each representing 4 Common Shares)"
"JLL","Jones Lang LaSalle Incorporated Common Stock"
"JLS","Nuveen Mortgage and Income Fund"
"JMIA","Jumia Technologies AG American Depositary Shares, each representing two Ordinary Shares"
"JMM","Nuveen Multi-Market Income Fund (MA)"
"JMP","JMP Group LLC Common Shares"
"JMPNL","JMP Group LLC - 7.25% Senior Notes due 2027"
"JMPNZ","JMP Group LLC - 6.875% Senior Notes due 2029"
"JNCE","Jounce Therapeutics, Inc. - Common Stock"
"JNJ","Johnson & Johnson Common Stock"
"JNPR","Juniper Networks, Inc. Common Stock"
"JO","iPathA Series B Bloomberg Coffee Subindex Total Return ETN"
"JOAN","JOANN, Inc. - common stock"
"JOB","GEE Group Inc. Common Stock"
"JOBS","51job, Inc. - American Depositary Shares, each representing two common shares"
"JOE","St. Joe Company (The) Common Stock"
"JOF","Japan Smaller Capitalization Fund Inc Common Stock"
"JOFF","JOFF Fintech Acquisition Corp. - Class A Common Stock"
"JOUT","Johnson Outdoors Inc. - Class A Common Stock"
"JP","Jupai Holdings Limited American Depositary Shares, each representing six ordinary shares"
"JPC","Nuveen Preferred & Income Opportunities Fund"
"JPI","Nuveen Preferred and Income Term Fund Common Shares of Beneficial Interest"
"JPM","JP Morgan Chase & Co. Common Stock"
"JPS","Nuveen Preferred & Income Securities Fund"
"JPT","Nuveen Preferred and Income 2022 Term Fund Common Shares of Beneficial Interest"
"JQC","Nuveen Credit Strategies Income Fund Shares of Beneficial Interest"
"JRI","Nuveen Real Asset Income and Growth Fund Common Shares of Beneficial Interest"
"JRJC","China Finance Online Co. Limited - American Depositary Shares"
"JRO","Nuveen Floating Rate Income Opportuntiy Fund Shares of Beneficial Interest"
"JRS","Nuveen Real Estate Income Fund Common Shares of Beneficial Interest"
"JRSH","Jerash Holdings (US), Inc. - Common Stock"
"JRVR","James River Group Holdings, Ltd. - Common Shares"
"JSD","Nuveen Short Duration Credit Opportunities Fund Common Shares of Beneficial Interest"
"JSM","Navient Corporation - 6% Senior Notes due December 15, 2043"
"JT","Jianpu Technology Inc. American depositary shares"
"JTA","Nuveen Tax-Advantaged Total Return Strategy Fund Common Share of Beneficial Interest"
"JTD","Nuveen Tax-Advantaged Dividend Growth Fund Common Shares of Beneficial Interest"
"JUPW","Jupiter Wellness, Inc. - Common Stock"
"JVA","Coffee Holding Co., Inc. - Common Stock"
"JWEL","Jowell Global Ltd. - Ordinary Shares"
"JWN","Nordstrom, Inc. Common Stock"
"JWS","Jaws Acquisition Corp. Class A Ordinary Shares"
"JWSM","Jaws Mustang Acquisition Corp. Class A Ordinary Shares"
"JYAC","Jiya Acquisition Corp. - Class A Common Stock"
"JYNT","The Joint Corp. - Common Stock"
"K","Kellogg Company Common Stock"
"KAHC","KKR Acquisition Holdings I Corp. Class A Common Stock"
"KAI","Kadant Inc Common Stock"
"KAII","Kismet Acquisition Two Corp. - Class A Ordinary Shares"
"KAIR","Kairos Acquisition Corp. - Class A Ordinary Shares"
"KALA","Kala Pharmaceuticals, Inc. - Common Stock"
"KALU","Kaiser Aluminum Corporation - Common Stock"
"KALV","KalVista Pharmaceuticals, Inc. - Common Stock"
"KAMN","Kaman Corporation Common Stock"
"KAR","KAR Auction Services, Inc Common Stock"
"KARO","Karooooo Ltd. - Ordinary shares"
"KB","KB Financial Group Inc"
"KBAL","Kimball International, Inc. - Class B Common Stock"
"KBH","KB Home Common Stock"
"KBNT","Kubient, Inc. - Common Stock"
"KBR","KBR, Inc. Common Stock"
"KBSF","KBS Fashion Group Limited - Common Stock"
"KC","Kingsoft Cloud Holdings Limited - American Depositary Shares"
"KCAC","Kensington Capital Acquisition Corp. II Class A Common Stock"
"KCAPL","Portman Ridge Finance Corporation - 6.125% Notes due 2022"
"KDMN","Kadmon Holdings, Inc. - Common Stock"
"KDNY","Chinook Therapeutics, Inc. - Common Stock"
"KDP","Keurig Dr Pepper Inc. - Common Stock"
"KE","Kimball Electronics, Inc. - Common Stock"
"KELYA","Kelly Services, Inc. - Class A Common Stock"
"KELYB","Kelly Services, Inc. - Class B Common Stock"
"KEN","Kenon Holdings Ltd. Ordinary Shares"
"KEP","Korea Electric Power Corporation Common Stock"
"KEQU","Kewaunee Scientific Corporation - Common Stock"
"KERN","Akerna Corp. - Common Stock"
"KEX","Kirby Corporation Common Stock"
"KEY","KeyCorp Common Stock"
"KEYS","Keysight Technologies Inc. Common Stock"
"KF","Korea Fund, Inc. (The) New Common Stock"
"KFFB","Kentucky First Federal Bancorp - Common Stock"
"KFRC","Kforce, Inc. - Common Stock"
"KFS","Kingsway Financial Services, Inc. Common Stock (DE)"
"KFY","Korn Ferry Common Stock"
"KGC","Kinross Gold Corporation Common Stock"
"KHC","The Kraft Heinz Company - Common Stock"
"KIDS","OrthoPediatrics Corp. - Common Stock"
"KIII","Kismet Acquisition Three Corp. - Class A Ordinary Shares"
"KIM","Kimco Realty Corporation Common Stock"
"KIN","Kindred Biosciences, Inc. - Common Stock"
"KINS","Kingstone Companies, Inc - Common Stock"
"KINZ","KINS Technology Group Inc. - Class A Common Stock"
"KIO","KKR Income Opportunities Fund Common Shares"
"KIQ","Kelso Technologies Inc Ordinary Shares"
"KIRK","Kirkland's, Inc. - Common Stock"
"KKR","KKR & Co. Inc. Common Stock"
"KKRS","KKR Group Finance Co. IX LLC 4.625% Subordinated Notes due 2061"
"KL","Kirkland Lake Gold Ltd. Common Shares"
"KLAC","KLA Corporation  - Common Stock"
"KLAQ","KL Acquisition Corp - Class A Common Stock"
"KLDO","Kaleido Biosciences, Inc. - Common Stock"
"KLIC","Kulicke and Soffa Industries, Inc. - Common Stock"
"KLR","Kaleyra, Inc. Common Stock"
"KLXE","KLX Energy Services Holdings, Inc.  - Common Stock"
